TypeCode,FreqCode,RefPeriodId,RefYear,RefMonth,Period,ReporterCode,ReporterISO,ReporterDesc,FlowCode,FlowDesc,PartnerCode,PartnerISO,PartnerDesc,Partner2Code,Partner2ISO,Partner2Desc,ClassificationCode,ClassificationSearchCode,IsOriginalClassification,CmdCode,CmdDesc,AggrLevel,IsLeaf,CustomsCode,CustomsDesc,MosCode,MotCode,MotDesc,QtyUnitCode,QtyUnitAbbr,Qty,IsQtyEstimated,AltQtyUnitCode,AltQtyUnitAbbr,AltQty,IsAltQtyEstimated,NetWgt,IsNetWgtEstimated,GrossWgt,IsGrossWgtEstimated,Cifvalue,Fobvalue,PrimaryValue,LegacyEstimationFlag,IsReported,IsAggregate
C,A,20180101,2018,52,2018,31,AZE,Azerbaijan,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,1,FALSE,5,u,1,FALSE,0.25,FALSE,0,FALSE,,70,70,0,FALSE,TRUE
C,A,20180101,2018,52,2018,32,ARG,Argentina,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,39653,FALSE,5,u,39653,FALSE,714.86,FALSE,,FALSE,,286425.44,286425.44,0,FALSE,TRUE
C,A,20180101,2018,52,2018,36,AUS,Australia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,,FALSE,10211.19,FALSE,,7205854.279,7205854.279,2,FALSE,TRUE
C,A,20180101,2018,52,2018,40,AUT,Austria,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,23920,FALSE,,FALSE,,15225858.43,15225858.43,0,FALSE,TRUE
C,A,20180101,2018,52,2018,44,BHS,Bahamas,X,Export,842,USA,USA,0,W00,World,H4,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,9714,FALSE,5,u,9714,FALSE,,FALSE,0,FALSE,,28099.93,28099.93,0,FALSE,TRUE
C,A,20180101,2018,52,2018,48,BHR,Bahrain,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,4,FALSE,5,u,4,FALSE,735.28,FALSE,,FALSE,,65328.348,65328.348,0,FALSE,TRUE
C,A,20180101,2018,52,2018,52,BRB,Barbados,X,Export,842,USA,USA,0,W00,World,H2,HS,TRUE,8542,Electronic integrated circuits and microassemblies,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,12.865,TRUE,,FALSE,,115,115,0,FALSE,TRUE
C,A,20180101,2018,52,2018,56,BEL,Belgium,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,16203.435,TRUE,0,FALSE,0,40277584.34,40277584.34,6,FALSE,TRUE
C,A,20180101,2018,52,2018,60,BMU,Bermuda,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,0.45,FALSE,5,u,0.45,FALSE,,TRUE,,FALSE,,10101.8,10101.8,0,FALSE,TRUE
C,A,20180101,2018,52,2018,68,BOL,Bolivia (Plurinational State of),X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,98.91,FALSE,8,kg,98.91,FALSE,98.91,FALSE,0,FALSE,0,27252.2,27252.2,0,FALSE,TRUE
C,A,20180101,2018,52,2018,70,BIH,Bosnia Herzegovina,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,5.05,FALSE,,FALSE,,2351.64,2351.64,0,FALSE,TRUE
C,A,20180101,2018,52,2018,76,BRA,Brazil,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,10015.484,TRUE,0,FALSE,,9326024,9326024,6,FALSE,TRUE
C,A,20180101,2018,52,2018,100,BGR,Bulgaria,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,27480,FALSE,0,FALSE,,31958849.4,31958849.4,2,FALSE,TRUE
C,A,20180101,2018,52,2018,112,BLR,Belarus,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,4322,FALSE,5,u,4322,FALSE,3.133,TRUE,,FALSE,,4800,4800,0,FALSE,TRUE
C,A,20180101,2018,52,2018,120,CMR,Cameroon,X,Export,842,USA,USA,0,W00,World,H4,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,0,1089.733,1089.733,0,FALSE,TRUE
C,A,20180101,2018,52,2018,124,CAN,Canada,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,0,FALSE,0,FALSE,0,147389539.4,147389539.4,0,FALSE,TRUE
C,A,20180101,2018,52,2018,152,CHL,Chile,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,1165.998,TRUE,0,FALSE,0,361421,361421,4,FALSE,TRUE
C,A,20180101,2018,52,2018,156,CHN,China,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,731074877,731074877,4,FALSE,TRUE
C,A,20180101,2018,52,2018,170,COL,Colombia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,2102,FALSE,5,u,2102,FALSE,711.08,FALSE,,FALSE,,37934.41,37934.41,0,FALSE,TRUE
C,A,20180101,2018,52,2018,178,COG,Congo,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,206,FALSE,0,FALSE,,26893.725,26893.725,0,FALSE,TRUE
C,A,20180101,2018,52,2018,188,CRI,Costa Rica,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,358.883,TRUE,,FALSE,,88900.46,88900.46,0,FALSE,TRUE
C,A,20180101,2018,52,2018,191,HRV,Croatia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,1238.1,FALSE,0,FALSE,,13617,13617,2,FALSE,TRUE
C,A,20180101,2018,52,2018,196,CYP,Cyprus,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,1,FALSE,0,FALSE,,243.277,243.277,0,FALSE,TRUE
C,A,20180101,2018,52,2018,203,CZE,Czechia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,10704.069,TRUE,,FALSE,,5194408,5194408,0,FALSE,TRUE
C,A,20180101,2018,52,2018,208,DNK,Denmark,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,43734,FALSE,0,FALSE,0,19444242.8,19444242.8,2,FALSE,TRUE
C,A,20180101,2018,52,2018,214,DOM,Dominican Rep.,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,5,u,24543,FALSE,10332.678,TRUE,0,FALSE,,191056.53,191056.53,4,FALSE,TRUE
C,A,20180101,2018,52,2018,124,CAN,Canada,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,FALSE,0,FALSE,0,848330235.6,848330235.6,2,FALSE,TRUE
C,A,20180101,2018,52,2018,152,CHL,Chile,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,817.629,TRUE,0,FALSE,0,833629,833629,4,FALSE,TRUE
C,A,20180101,2018,52,2018,156,CHN,China,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,1428424786,1428424786,4,FALSE,TRUE
C,A,20180101,2018,52,2018,170,COL,Colombia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,5,u,7590,FALSE,4645.41,FALSE,,FALSE,,933458.4,933458.4,0,FALSE,TRUE
C,A,20180101,2018,52,2018,188,CRI,Costa Rica,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,645451.038,TRUE,,FALSE,,56272355.87,56272355.87,0,FALSE,TRUE
C,A,20180101,2018,52,2018,191,HRV,Croatia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,5,u,9594.39,TRUE,-1,N/A,0,FALSE,31.58,FALSE,0,FALSE,,35504,35504,2,FALSE,TRUE
C,A,20180101,2018,52,2018,203,CZE,Czechia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,7217.408,TRUE,,FALSE,,23029565,23029565,0,FALSE,TRUE
C,A,20180101,2018,52,2018,208,DNK,Denmark,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,62946,FALSE,0,FALSE,0,13451148.31,13451148.31,2,FALSE,TRUE
C,A,20180101,2018,52,2018,212,DMA,Dominica,X,Export,842,USA,USA,0,W00,World,H3,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,136,FALSE,0,FALSE,,5981.839,5981.839,0,FALSE,TRUE
C,A,20180101,2018,52,2018,214,DOM,Dominican Rep.,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,5,u,646914.28,FALSE,35490.06,FALSE,0,FALSE,,3614280.86,3614280.86,0,FALSE,TRUE
C,A,20180101,2018,52,2018,218,ECU,Ecuador,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,96.723,FALSE,0,FALSE,0,4207.85,4207.85,2,FALSE,TRUE
C,A,20180101,2018,52,2018,231,ETH,Ethiopia,X,Export,842,USA,USA,0,W00,World,H4,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules, panels, light emitting mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,200,FALSE,0,FALSE,,2511.434,2511.434,2,FALSE,TRUE
C,A,20180101,2018,52,2018,233,EST,Estonia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,123,FALSE,0,FALSE,0,501250.769,501250.769,2,FALSE,TRUE
C,A,20180101,2018,52,2018,246,FIN,Finland,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,2830.793,TRUE,0,FALSE,,4255439.276,4255439.276,6,FALSE,TRUE
C,A,20180101,2018,52,2018,251,FRA,France,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,,TRUE,0,FALSE,,35314647.42,35314647.42,6,FALSE,TRUE
C,A,20180101,2018,52,2018,218,ECU,Ecuador,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,483.566,FALSE,0,FALSE,0,192047.943,192047.943,0,FALSE,TRUE
C,A,20180101,2018,52,2018,222,SLV,El Salvador,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,421.21,FALSE,0,FALSE,0,44684.49,44684.49,2,FALSE,TRUE
C,A,20180101,2018,52,2018,233,EST,Estonia,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,1173.745,TRUE,0,FALSE,0,323918.9,323918.9,6,FALSE,TRUE
C,A,20180101,2018,52,2018,246,FIN,Finland,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,6909.268,TRUE,0,FALSE,,1613532.852,1613532.852,6,FALSE,TRUE
C,A,20180101,2018,52,2018,251,FRA,France,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,,TRUE,0,FALSE,,430126291.7,430126291.7,6,FALSE,TRUE
C,A,20180101,2018,52,2018,258,PYF,French Polynesia,X,Export,842,USA,USA,0,W00,World,H4,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,5.809,TRUE,0,FALSE,0,1462.755,1462.755,6,FALSE,TRUE
C,A,20180101,2018,52,2018,266,GAB,Gabon,X,Export,842,USA,USA,0,W00,World,H3,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,119,FALSE,0,FALSE,,2425.176,2425.176,0,FALSE,TRUE
C,A,20180101,2018,52,2018,276,DEU,Germany,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,761017.321,TRUE,,FALSE,,239627669.5,239627669.5,0,FALSE,TRUE
C,A,20180101,2018,52,2018,300,GRC,Greece,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,1642,FALSE,,FALSE,,464521.237,464521.237,0,FALSE,TRUE
C,A,20180101,2018,52,2018,340,HND,Honduras,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,3.58,FALSE,0,FALSE,,547.45,547.45,2,FALSE,TRUE
C,A,20180101,2018,52,2018,344,HKG,"China, Hong Kong SAR",X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,2396681.4,TRUE,,FALSE,,475883148.3,475883148.3,0,FALSE,TRUE
C,A,20180101,2018,52,2018,276,DEU,Germany,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,239329.184,TRUE,,FALSE,,479046307.2,479046307.2,0,FALSE,TRUE
C,A,20180101,2018,52,2018,300,GRC,Greece,X,Export,842,USA,USA,0,W00,World,H5,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,195,FALSE,,FALSE,,173070.563,173070.563,0,FALSE,TRUE
C,A,20180101,2018,52,2018,308,GRD,Grenada,X,Export,842,USA,USA,0,W00,World,H4,HS,TRUE,8542,Electronic integrated circuits,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,0,50.37,50.37,0,FALSE,TRUE
